source_cluster_id,target_cluster_id,relation_type,description,source_trigger,source_summary,target_trigger,target_summary,confidence_score,explanation,evidence_type,source_trigger_arguments,target_trigger_arguments,source_trigger_time,target_trigger_time,source_agent,target_agent,source_location,target_location,source_lat,source_lon,target_lat,target_lon
13930,25674,happens_before,,US export controls,US-China relations are strained over issues like US export controls on advanced chip technology to China and additional tariffs on Chinese goods.,prospect of a trade war,The potential return of Trump raises the specter of a full-fledged trade war with China.,0.7333402037620541,Event 'US export controls' happens_before Event 'prospect of a trade war' via COMET: 'US and China trade war',comet_happens_before,,"{'agent': 'Trump Administration', 'object': 'US-China Trade Relations', 'location': 'United States/China', 'time': None, 'counterpart': 'China', 'impact_summary': 'A trade war could strain bilateral relationships and impact global markets.', 'cause': ""Trump's unpredictable foreign policy stance""}",,,,Trump Administration,,United States/China,,,30.047992,-94.3357433
13930,32461,happens_before,,US export controls,US-China relations are strained over issues like US export controls on advanced chip technology to China and additional tariffs on Chinese goods.,started a trade war with China,"In 2018, President Donald Trump initiated a trade war with China, impacting global supply chains and trade patterns.",0.729117035865783,Event 'US export controls' happens_before Event 'started a trade war with China' via COMET: 'US and China trade war',comet_happens_before,,,,,,,,,,,,
13930,33538,happens_before,,US export controls,US-China relations are strained over issues like US export controls on advanced chip technology to China and additional tariffs on Chinese goods.,amid tension between China and the United States,Tension remains high between China and the United States over influence and territorial claims in the South China Sea.,0.7007485628128051,Event 'US export controls' happens_before Event 'amid tension between China and the United States' via COMET: 'US and China are at odds',comet_happens_before,,,,,,,,,,,,
13930,33682,happens_before,,US export controls,US-China relations are strained over issues like US export controls on advanced chip technology to China and additional tariffs on Chinese goods.,growing rivalry between the US and China,Rivalry between the US and China has increased global geopolitical tensions and fragmented international relations.,0.7762372493743891,Event 'US export controls' happens_before Event 'growing rivalry between the US and China' via COMET: 'US and China are at odds',comet_happens_before,,,,,,,,,,,,
14259,1507,happens_before,,yielding results,"President Vladimir Putin announced that Russia's economic and trade links with China are yielding significant results, as evidenced by high levels of bilateral trade amid Western sanctions.",prepared to meet Russian President Vladimir Putin,"Shortly after taking office, Trump expressed his readiness to meet with Putin, indicating potential shifts in US-Russia relations.",0.726378738880157,Event 'yielding results' happens_before Event 'prepared to meet Russian President Vladimir Putin' via COMET: 'President Putin talks about the progress of the relationship',comet_happens_before,"{'agent': 'Russia and China', 'object': 'Economic and trade relations', 'location': 'Moscow, Russia', 'time': '2024-08-21', 'counterpart': 'Chinese Premier Li Qiang', 'impact_summary': 'Strengthened economic ties amid global tensions.', 'cause': 'Partnership and strategic cooperation between Russia and China.'}",,2024-08-21,,Russia and China,,"Moscow, Russia",,55.625578,37.6063916,,
15466,23168,happens_before,,Philippines reaches a deal with China,The Philippines and China reached a diplomatic agreement to reduce confrontations at the Second Thomas Shoal in the South China Sea.,territorial disputes in the South China Sea,"The Philippines is facing territorial disputes with China in the South China Sea, which continue to affect international relations.",0.7222543954849241,Event 'Philippines reaches a deal with China' happens_before Event 'territorial disputes in the South China Sea' via COMET: 'the Philippines to stop fighting with China',comet_happens_before,,,,,,,,,,,,
15595,18898,happens_before,,vowing to counter 'extra-regional forces',China and Russia agreed to jointly counter 'extra-regional forces' interfering in Southeast Asian affairs during their meeting in Vientiane.,signed a joint statement,Russian President Vladimir Putin and China's leader Xi Jinping signed a joint statement to deepen strategic partnerships between their countries.,0.7120541334152221,Event 'vowing to counter 'extra-regional forces'' happens_before Event 'signed a joint statement' via COMET: 'China and Russia agree to work together',comet_happens_before,"{'agent': 'China and Russia', 'object': 'extra-regional forces', 'location': 'Southeast Asia', 'time': '2024-07-25', 'counterpart': 'ASEAN counterparts', 'impact_summary': 'Strengthening of political alliance to influence regional dynamics.', 'cause': 'Strategic cooperation between China and Russia.'}","{'agent': 'Russia (Vladimir Putin)', 'object': 'China (Xi Jinping)', 'location': 'China', 'time': 'April 2024', 'counterpart': None, 'impact_summary': 'Strengthens the geopolitical alliance between China and Russia, impacting global political dynamics.', 'cause': 'Existing strategic and geopolitical interests between the nations'}",2024-07-25,April 2024,China and Russia,Russia (Vladimir Putin),Southeast Asia,China,-8.7287308,115.2365646,35.0000663,104.999955
16084,25239,happens_before,,2016 ruling of an international arbitral tribunal,"The international tribunal ruled against China's territorial claims over the South China Sea, based on legal grounds, which China refuses to acknowledge.",2016 ruling by the Permanent Court of Arbitration,A 2016 ruling by the Permanent Court of Arbitration found that China's claims over the South China Sea lacked legal basis.,0.7174386978149411,Event '2016 ruling of an international arbitral tribunal' happens_before Event '2016 ruling by the Permanent Court of Arbitration' via COMET: 'the court ruled against China',comet_happens_before,"{'agent': 'International arbitral tribunal', 'object': ""China's territorial claims"", 'location': 'South China Sea', 'time': '2016', 'counterpart': 'China', 'impact_summary': 'Continues to fuel disputes and conflicts over maritime boundaries in the region.', 'cause': 'Dispute over historic maps and territorial claims.'}",,2016,,International arbitral tribunal,,South China Sea,,15.0000001,114.9999999,,
16701,27233,happens_before,,clashed at the Second Thomas Shoal,"Chinese naval sailors clashed with Philippine naval forces at the Second Thomas Shoal, escalating tensions between the two nations.",collision,A collision occurred between Chinese and Philippine ships while the latter was supplying its troops on Second Thomas Shoal.,0.7114992141723631,Event 'clashed at the Second Thomas Shoal' happens_before Event 'collision' via COMET: 'Chinese ships attack the Philippine ship',comet_happens_before,,"{'agent': 'Chinese vessels', 'object': 'Philippine ships', 'location': 'South China Sea, Second Thomas Shoal', 'time': '2023-10-22', 'counterpart': 'Philippines', 'impact_summary': 'Escalated tensions between China and the Philippines over territory claims.', 'cause': ""Dispute over the Philippine's supply mission to the shoal""}",,2023-10-22,,Chinese vessels,,"South China Sea, Second Thomas Shoal",,,,
16846,10359,happens_before,,Ukraine hopes to hold a second international summit,Ukraine aims to organize another international summit to gather support and consideration for its 10-point peace plan to end the war with Russia.,Russia's invasion of Ukraine,Russia's ongoing military actions in Ukraine have resulted in heightened clashes with the Western world.,0.7661358118057251,Event 'Ukraine hopes to hold a second international summit' happens_before Event 'Russia's invasion of Ukraine' via COMET: 'Ukraine is fighting with Russia',comet_happens_before,,,,,,,,,,,,
16846,26707,happens_before,,Ukraine hopes to hold a second international summit,Ukraine aims to organize another international summit to gather support and consideration for its 10-point peace plan to end the war with Russia.,Russia's war on Ukraine continues,The ongoing conflict in Ukraine remains a significant geopolitical issue affecting international relations and cooperation.,0.747333288192749,Event 'Ukraine hopes to hold a second international summit' happens_before Event 'Russia's war on Ukraine continues' via COMET: 'Ukraine is fighting with Russia',comet_happens_before,,,,,,,,,,,,
